Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,82.930000,82.989998,81.820000,82.099998,72.758484,3275900
2014-01-03,82.120003,82.870003,82.120003,82.239998,72.882568,3287200
2014-01-06,82.199997,82.610001,82.080002,82.279999,72.918007,3888400
2014-01-07,82.620003,83.989998,82.610001,83.480003,73.981483,6332400
2014-01-08,83.330002,83.620003,82.809998,83.239998,73.768776,5653300
2014-01-09,83.339996,83.389999,82.370003,82.849998,73.423141,4565900
2014-01-10,83.199997,83.639999,82.750000,83.500000,73.999184,3712000
2014-01-13,83.059998,83.570000,82.320000,82.370003,72.997765,4487100
2014-01-14,82.629997,82.860001,82.260002,82.370003,72.997765,4389200
2014-01-15,82.480003,83.199997,82.279999,82.889999,73.458595,4189100
2014-01-16,82.680000,83.169998,82.300003,82.860001,73.432007,3724700
2014-01-17,82.940002,82.980003,82.040001,82.199997,72.847107,6259600
2014-01-21,82.209999,83.070000,82.150002,82.919998,73.485191,4790700
2014-01-22,82.830002,83.000000,82.470001,82.849998,73.423141,3920400
2014-01-23,82.849998,82.849998,81.870003,82.430000,73.050926,5429100
2014-01-24,82.070000,82.629997,81.430000,81.430000,72.164711,5906200
2014-01-27,81.430000,82.769997,81.419998,82.059998,72.723045,5811000
2014-01-28,82.389999,82.669998,81.709999,82.320000,72.953445,3867800
2014-01-29,81.870003,81.870003,80.099998,80.220001,71.092407,7539700
2014-01-30,80.620003,81.360001,80.550003,81.080002,71.854538,4589100
2014-01-31,80.199997,80.820000,79.900002,80.360001,71.216469,6728600
2014-02-03,80.349998,80.510002,78.519997,78.570000,69.630135,7073500
2014-02-04,78.970001,79.169998,78.279999,78.820000,69.851707,5431700
2014-02-05,78.570000,79.620003,78.440002,79.419998,70.383400,4829600
2014-02-06,80.190002,80.199997,78.849998,79.389999,70.356827,6113800
2014-02-07,79.680000,80.260002,79.260002,80.220001,71.092407,4553800
2014-02-10,80.169998,80.720001,80.160004,80.599998,71.429161,4742000
2014-02-11,80.480003,81.330002,80.330002,81.250000,72.005219,5068100
2014-02-12,81.480003,81.849998,80.980003,81.489998,72.217903,4471200
2014-02-13,80.769997,80.870003,78.360001,79.690002,70.622696,11197000
2014-02-14,79.760002,79.820000,78.059998,78.089996,69.204742,13206500
2014-02-18,78.629997,78.629997,77.779999,78.180000,69.284508,9800200
2014-02-19,78.040001,78.430000,77.010002,77.099998,68.327393,10353400
2014-02-20,77.430000,78.870003,77.370003,78.010002,69.133842,9580300
2014-02-21,78.010002,78.910004,77.900002,78.220001,69.319969,7488400
2014-02-24,78.309998,79.589996,78.309998,78.879997,69.904861,7747000
2014-02-25,79.019997,79.750000,78.930000,79.230003,70.215050,7509200
2014-02-26,79.500000,79.879997,78.570000,78.650002,69.701035,6586200
2014-02-27,78.650002,79.459999,78.400002,79.070000,70.073257,7809200
2014-02-28,79.089996,80.400002,78.849998,80.070000,70.959473,9870600
2014-03-03,79.169998,79.709999,79.099998,79.519997,70.472038,5767200
2014-03-04,79.809998,80.930000,79.800003,80.849998,71.650719,7518000
2014-03-05,80.389999,81.470001,80.309998,81.110001,72.389252,6398300
2014-03-06,81.169998,81.440002,80.959999,81.330002,72.585579,5874500
2014-03-07,81.510002,81.629997,81.029999,81.559998,72.790855,4032200
2014-03-10,81.550003,81.830002,81.209999,81.730003,72.942574,4313500
2014-03-11,81.839996,82.980003,81.790001,82.809998,73.906464,5837300
2014-03-12,82.199997,82.550003,81.860001,82.150002,73.317429,5674500
2014-03-13,82.209999,82.709999,81.629997,81.800003,73.005066,6119000
2014-03-14,81.730003,82.190002,80.860001,81.000000,72.291084,7763000
2014-03-17,81.470001,82.139999,81.290001,82.050003,73.228180,7762000
2014-03-18,82.019997,82.220001,81.589996,81.949997,73.138924,3488300
2014-03-19,81.980003,81.989998,81.190002,81.370003,72.621284,5106000
2014-03-20,81.360001,81.910004,81.250000,81.860001,73.058594,3241100
2014-03-21,82.220001,82.570000,81.500000,82.139999,73.308517,9206700
2014-03-24,82.330002,82.570000,81.529999,81.889999,73.085358,5253600
2014-03-25,81.900002,82.500000,81.900002,82.400002,73.540543,4170500
2014-03-26,82.570000,83.739998,82.489998,82.870003,73.960014,6388200
2014-03-27,82.849998,83.209999,82.500000,82.540001,73.665482,4352000
2014-03-28,82.699997,83.209999,82.699997,82.949997,74.031403,4078100
2014-03-31,83.739998,83.800003,83.169998,83.500000,74.522270,6620900
2014-04-01,83.070000,83.269997,82.730003,82.879997,73.968918,4676800
2014-04-02,82.820000,82.949997,82.440002,82.730003,73.835052,4919200
2014-04-03,82.919998,83.099998,82.599998,82.910004,73.995705,3362700
2014-04-04,83.169998,83.180000,82.580002,82.589996,73.710114,4404100
2014-04-07,82.370003,84.230003,82.300003,83.910004,74.888184,8976500
2014-04-08,83.930000,84.000000,83.150002,83.470001,74.495499,6552700
2014-04-09,83.470001,84.000000,83.279999,83.910004,74.888184,4926400
2014-04-10,83.849998,84.820000,83.599998,83.620003,74.629379,7665500
2014-04-11,81.989998,84.220001,81.989998,83.150002,74.209923,6703700
2014-04-14,83.570000,83.910004,83.050003,83.550003,74.566895,4617800
2014-04-15,83.970001,84.040001,83.540001,83.959999,74.932816,5673800
2014-04-16,84.419998,84.980003,84.370003,84.769997,75.655724,5578400
2014-04-17,85.900002,85.940002,84.489998,85.550003,76.351868,11168400
2014-04-21,85.209999,85.949997,85.010002,85.910004,76.673149,4889800
2014-04-22,85.830002,85.830002,85.139999,85.139999,75.985954,4483300
2014-04-23,85.269997,85.699997,85.059998,85.410004,76.226929,4805300
2014-04-24,85.379997,85.669998,85.000000,85.519997,76.325096,3749700
2014-04-25,85.459999,85.790001,85.110001,85.250000,76.084129,3749300
2014-04-28,85.540001,87.000000,85.449997,86.820000,77.485306,5978500
2014-04-29,86.930000,86.940002,85.760002,85.760002,76.539276,4869100
