Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,39.035000,39.134998,38.505001,38.584999,35.439445,8487200
2014-01-03,38.650002,38.884998,38.470001,38.474998,35.338409,6545000
2014-01-06,38.450001,38.674999,38.005001,38.084999,34.980206,10585400
2014-01-07,38.325001,38.705002,38.235001,38.605000,35.457813,8162200
2014-01-08,38.639999,39.075001,38.595001,39.014999,35.834385,10178800
2014-01-09,39.035000,39.049999,38.400002,38.799999,35.636921,8361200
2014-01-10,38.779999,38.994999,38.474998,38.834999,35.669056,6467000
2014-01-13,38.689999,38.695000,37.380001,37.560001,34.498001,14644800
2014-01-14,37.560001,38.180000,37.375000,37.730000,34.654156,18653200
2014-01-15,37.770000,38.165001,37.705002,38.095001,34.989391,8660200
2014-01-16,37.910000,38.095001,37.564999,37.645000,34.576073,9072600
2014-01-17,37.500000,37.730000,37.334999,37.450001,34.396969,12937400
2014-01-21,37.525002,37.535000,36.630001,36.825001,33.822922,18774600
2014-01-22,36.974998,37.099998,36.770000,36.799999,33.799969,13969400
2014-01-23,36.740002,36.865002,35.840000,36.695000,33.703518,29936000
2014-01-24,37.365002,38.080002,37.055000,37.490002,34.433708,33049000
2014-01-27,37.615002,37.615002,37.009998,37.105000,34.080090,18207200
2014-01-28,37.285000,37.400002,36.834999,36.945000,33.933136,11091600
2014-01-29,36.750000,36.830002,35.730000,35.779999,32.863121,15959800
2014-01-30,36.139999,36.215000,35.654999,35.955002,33.023853,15179800
2014-01-31,35.445000,35.970001,35.435001,35.560001,32.661053,12256600
2014-02-03,35.500000,35.755001,34.334999,34.485001,31.673687,20311000
2014-02-04,35.000000,35.599998,34.685001,35.325001,32.691692,20440800
2014-02-05,35.044998,35.369999,34.805000,35.244999,32.617645,10956000
2014-02-06,35.330002,36.400002,35.279999,36.180000,33.482952,13818400
2014-02-07,36.805000,37.244999,36.345001,37.020000,34.260342,14657600
2014-02-10,37.154999,37.590000,37.154999,37.400002,34.612011,12944600
2014-02-11,37.435001,37.595001,36.895000,37.250000,34.473190,16124000
2014-02-12,37.244999,37.529999,36.849998,36.955002,34.200176,9956600
2014-02-13,36.779999,37.345001,36.695000,37.345001,34.561104,8447800
2014-02-14,37.174999,37.544998,37.005001,37.514999,34.718433,8241000
2014-02-18,37.494999,37.500000,36.970001,36.985001,34.227943,10923400
2014-02-19,36.919998,37.139999,36.615002,36.660000,33.927170,9770600
2014-02-20,36.700001,36.855000,36.240002,36.775002,34.033600,8552600
2014-02-21,36.889999,36.930000,36.259998,36.279999,33.575497,11288200
2014-02-24,36.330002,36.439999,36.009998,36.279999,33.575497,11933800
2014-02-25,36.250000,36.330002,35.275002,35.275002,32.645420,18618400
2014-02-26,35.400002,36.110001,34.974998,35.889999,33.214573,19129200
2014-02-27,35.810001,36.119999,35.715000,36.095001,33.404285,11288200
2014-02-28,35.770000,35.965000,35.250000,35.480000,32.835140,22464800
2014-03-03,35.005001,35.365002,35.000000,35.235001,32.608395,12248400
2014-03-04,35.715000,35.980000,35.525002,35.830002,33.159042,12226200
2014-03-05,35.994999,36.044998,35.439999,35.650002,32.992466,9715600
2014-03-06,35.915001,36.665001,35.884998,36.345001,33.635654,13762600
2014-03-07,36.494999,36.549999,36.105000,36.535000,33.811485,8386000
2014-03-10,36.625000,36.820000,36.395000,36.779999,34.038227,8633800
2014-03-11,36.994999,37.705002,36.924999,37.514999,34.718433,18344400
2014-03-12,37.275002,37.830002,37.250000,37.814999,34.996067,10394600
2014-03-13,37.919998,38.209999,37.014999,37.215000,34.440792,11380800
2014-03-14,37.044998,37.445000,37.009998,37.134998,34.366760,8962600
2014-03-17,37.404999,37.494999,36.910000,37.090000,34.325111,11019800
2014-03-18,37.174999,37.419998,37.025002,37.299999,34.519466,5997600
2014-03-19,37.500000,38.665001,37.410000,37.955002,35.125637,24983200
2014-03-20,38.145000,38.564999,37.799999,38.480000,35.611500,13851400
2014-03-21,39.105000,39.320000,38.310001,38.355000,35.495819,18034400
2014-03-24,38.450001,38.555000,37.605000,37.884998,35.060856,10018800
2014-03-25,38.220001,38.255001,37.145000,37.305000,34.524086,10568200
2014-03-26,37.465000,37.494999,36.759998,36.770000,34.028973,8371200
2014-03-27,36.535000,36.980000,36.345001,36.700001,33.964191,12675600
2014-03-28,36.645000,37.029999,36.525002,36.849998,34.103001,6582800
2014-03-31,36.950001,37.200001,36.584999,36.689999,33.954929,7721800
2014-04-01,36.820000,37.490002,36.705002,37.005001,34.246452,8740800
2014-04-02,37.174999,37.185001,36.619999,36.834999,34.089127,8304400
2014-04-03,36.930000,37.169998,36.410000,36.544998,33.820740,7165400
2014-04-04,36.775002,36.945000,35.660000,35.775002,33.108147,11708600
2014-04-07,35.599998,35.689999,35.025002,35.215000,32.589893,11089800
2014-04-08,35.320000,35.845001,35.250000,35.740002,33.075756,10660800
2014-04-09,35.814999,36.340000,35.599998,36.240002,33.538486,9055600
2014-04-10,36.369999,36.369999,35.084999,35.110001,32.492722,13375400
2014-04-11,34.895000,35.064999,34.340000,34.365002,31.803261,16367200
2014-04-14,34.814999,35.020000,34.349998,34.654999,32.071629,12175400
2014-04-15,34.980000,35.049999,33.965000,34.445000,31.877283,15461800
2014-04-16,34.825001,35.439999,34.580002,35.395000,32.756466,11277400
2014-04-17,35.285000,35.695000,35.070000,35.075001,32.460331,9245800
2014-04-21,35.154999,35.299999,34.924999,35.240002,32.613026,6095600
2014-04-22,35.264999,35.639999,35.165001,35.575001,32.923061,8862600
2014-04-23,35.730000,35.735001,35.110001,35.195000,32.571377,8881600
2014-04-24,35.759998,36.020000,35.055000,35.544998,32.895283,15577000
2014-04-25,36.000000,36.125000,35.470001,35.724998,33.061859,18111400
2014-04-28,35.945000,36.009998,34.900002,35.465000,32.821243,10733600
2014-04-29,35.590000,35.724998,35.134998,35.320000,32.687065,9827200
2014-04-30,35.310001,35.380001,35.060001,35.310001,32.677811,7282400
2014-05-01,35.375000,35.599998,35.160000,35.560001,32.909172,7918400
2014-05-02,35.625000,35.764999,35.285000,35.299999,32.668552,8306400
2014-05-05,35.250000,35.529999,35.090000,35.459999,32.816624,5486400
2014-05-06,35.365002,35.415001,34.665001,34.790001,32.434387,10926800
2014-05-07,34.889999,35.000000,34.570000,34.869999,32.508965,10959800
2014-05-08,34.799999,35.250000,34.669998,34.790001,32.434387,7531400
2014-05-09,34.849998,35.154999,34.759998,35.145000,32.765347,6623200
2014-05-12,35.320000,35.619999,35.200001,35.575001,33.166237,7227200
2014-05-13,35.485001,35.669998,35.450001,35.580002,33.170898,5803000
2014-05-14,35.590000,35.599998,35.014999,35.084999,32.709412,8585000
2014-05-15,35.130001,35.165001,34.639999,34.924999,32.560246,9124600
2014-05-16,35.000000,35.520000,34.904999,35.470001,33.068344,9294800
2014-05-19,35.279999,35.560001,35.139999,35.509998,33.105621,6745000
2014-05-20,35.380001,35.450001,34.919998,35.115002,32.737377,8699800
2014-05-21,35.355000,35.375000,35.035000,35.200001,32.816631,6089200
2014-05-22,35.174999,35.884998,35.150002,35.700001,33.282772,7359600
2014-05-23,36.145000,36.255001,35.915001,35.990002,33.553131,7166400
2014-05-27,36.320000,36.889999,36.270000,36.830002,34.336262,10100400
